file_name,signal_type,chunk_index,value,avg_uncertainty,pair_id,author_A,author_B
Bamidbar_CH1,regular,0,0.45121967792510986,0.005478206556290388,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH1,weighted,0,0.451221764087677,0.005478206556290388,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH1,regular,1,0.2098725140094757,0.0053010438568890095,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH1,weighted,1,0.2098466157913208,0.0053010438568890095,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH1,regular,2,0.11620382964611053,0.0064383079297840595,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH1,weighted,2,0.11620278656482697,0.0064383079297840595,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH1,regular,3,0.2350357323884964,0.006178387440741062,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH1,weighted,3,0.23507699370384216,0.006178387440741062,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH1,regular,4,0.17873674631118774,0.005847282707691193,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH1,weighted,4,0.17875929176807404,0.005847282707691193,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH10,regular,0,0.7208571434020996,0.00465435441583395,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH10,weighted,0,0.7209084033966064,0.00465435441583395,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH10,regular,1,0.19349542260169983,0.005752303171902895,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH10,weighted,1,0.1935255527496338,0.005752303171902895,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH10,regular,2,0.2942119240760803,0.005377148278057575,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH10,weighted,2,0.2942110300064087,0.005377148278057575,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH11,regular,0,0.10987447202205658,0.005587128922343254,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH11,weighted,0,0.10988403856754303,0.005587128922343254,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH11,regular,1,0.8062461018562317,0.005502671934664249,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH11,weighted,1,0.8062597513198853,0.005502671934664249,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH11,regular,2,0.8865270018577576,0.0056223394349217415,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH11,weighted,2,0.8865402936935425,0.0056223394349217415,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH11,regular,3,0.8795726895332336,0.005848046857863665,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH11,weighted,3,0.8795419931411743,0.005848046857863665,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH11,regular,4,0.45146024227142334,0.006090957671403885,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH11,weighted,4,0.45168647170066833,0.006090957671403885,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH12,regular,0,0.960823655128479,0.006379993632435799,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH12,weighted,0,0.9608178734779358,0.006379993632435799,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH13,regular,0,0.29623204469680786,0.0065193818882107735,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH13,weighted,0,0.29619497060775757,0.0065193818882107735,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH13,regular,1,0.18374930322170258,0.005402706563472748,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH13,weighted,1,0.18380358815193176,0.005402706563472748,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH13,regular,2,0.010866139084100723,0.0051957834511995316,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH13,weighted,2,0.010870104655623436,0.0051957834511995316,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH14,regular,0,0.1685454398393631,0.005389113910496235,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH14,weighted,0,0.16854576766490936,0.005389113910496235,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH14,regular,1,0.41987714171409607,0.005488594062626362,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH14,weighted,1,0.4199475944042206,0.005488594062626362,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH14,regular,2,0.6561152338981628,0.005389771889895201,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH14,weighted,2,0.6561588048934937,0.005389771889895201,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH14,regular,3,0.06917691230773926,0.005260280799120665,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH14,weighted,3,0.06918378919363022,0.005260280799120665,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH14,regular,4,0.1630149781703949,0.00531700300052762,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH14,weighted,4,0.16299788653850555,0.00531700300052762,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH14,regular,5,0.26187750697135925,0.004767152015119791,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH14,weighted,5,0.26192575693130493,0.004767152015119791,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH15,regular,0,0.9789752960205078,0.005297231487929821,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH15,weighted,0,0.9789659380912781,0.005297231487929821,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH15,regular,1,0.9441280364990234,0.005986702628433704,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH15,weighted,1,0.9441491961479187,0.005986702628433704,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH15,regular,2,0.9831190705299377,0.004789768718183041,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH15,weighted,2,0.9831193089485168,0.004789768718183041,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH15,regular,3,0.9392842054367065,0.005627157632261515,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH15,weighted,3,0.9393171668052673,0.005627157632261515,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH15,regular,4,0.9523956775665283,0.005258096382021904,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH15,weighted,4,0.9523995518684387,0.005258096382021904,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH16,regular,0,0.6665592789649963,0.005906936712563038,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH16,weighted,0,0.6663832664489746,0.005906936712563038,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH16,regular,1,0.5330947637557983,0.00509796105325222,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH16,weighted,1,0.5329087376594543,0.00509796105325222,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH16,regular,2,0.7186064720153809,0.005259226076304913,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH16,weighted,2,0.7185317873954773,0.005259226076304913,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH16,regular,3,0.15153519809246063,0.00525423139333725,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH16,weighted,3,0.1515379250049591,0.00525423139333725,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH17,regular,0,0.8500279188156128,0.004943340551108122,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH17,weighted,0,0.8500146865844727,0.004943340551108122,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH17,regular,1,0.9654208421707153,0.005545836873352528,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH17,weighted,1,0.9654186367988586,0.005545836873352528,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH17,regular,2,0.8135961294174194,0.005266950465738773,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH17,weighted,2,0.8136405348777771,0.005266950465738773,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH18,regular,0,0.9538413882255554,0.005652945023030043,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH18,weighted,0,0.9538334608078003,0.005652945023030043,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH18,regular,1,0.9912551045417786,0.005971611011773348,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH18,weighted,1,0.991256594657898,0.005971611011773348,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH18,regular,2,0.8574860095977783,0.005758978426456451,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH18,weighted,2,0.8575090765953064,0.005758978426456451,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH18,regular,3,0.6277364492416382,0.005758770741522312,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH18,weighted,3,0.6275623440742493,0.005758770741522312,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH18,regular,4,0.8151886463165283,0.004826042801141739,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH18,weighted,4,0.8152196407318115,0.004826042801141739,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH19,regular,0,0.9821425676345825,0.005427819676697254,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH19,weighted,0,0.9821399450302124,0.005427819676697254,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH19,regular,1,0.9206427335739136,0.00528044905513525,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH19,weighted,1,0.9206355214118958,0.00528044905513525,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
Bamidbar_CH19,regular,2,0.5835898518562317,0.005598166491836309,5_אברהם פריצול_VS_הרמבם,אברהם פריצול,הרמבם
