Names,iteration_79_anomaly_score,iteration_79_anomaly_prediction
Bamidbar_CH1,0.08326644734400107,1
Bamidbar_CH10,0.09360534953624694,1
Bamidbar_CH11,0.15567413009048486,1
Bamidbar_CH13,0.09272142287647211,1
Bamidbar_CH14,0.06288049702048143,1
Bamidbar_CH15,-0.08959309343105859,-1
Bamidbar_CH16,0.06977790779418225,1
Bamidbar_CH17,0.13934577753367244,1
Bamidbar_CH18,-0.23297175068548281,-1
Bamidbar_CH19,0.006822780025121211,1
Bamidbar_CH2,0.14661097994125105,1
Bamidbar_CH20,0.15706279754235014,1
Bamidbar_CH21,0.15373628704686715,1
Bamidbar_CH22,0.15033059486109618,1
Bamidbar_CH23,0.15658923102128025,1
Bamidbar_CH24,0.16419413842548553,1
Bamidbar_CH25,0.1007809098238347,1
Bamidbar_CH26,0.08192080076233538,1
Bamidbar_CH27,0.13013847860146133,1
Bamidbar_CH28,0.13970649691651477,1
Bamidbar_CH29,0.14456021118932905,1
Bamidbar_CH3,0.07851806707257453,1
Bamidbar_CH30,0.14660330452161663,1
Bamidbar_CH31,0.028786332872750342,1
Bamidbar_CH32,0.13018103078466864,1
Bamidbar_CH33,0.09585877386579411,1
Bamidbar_CH34,0.13490519997696848,1
Bamidbar_CH35,0.1566343735735813,1
Bamidbar_CH36,0.12964927820511202,1
Bamidbar_CH4,0.08411132107033653,1
Bamidbar_CH5,0.05438091008055129,1
Bamidbar_CH6,0.15366241304504025,1
Bamidbar_CH7,-0.04161463655633668,-1
Bamidbar_CH8,-0.16198954212158534,-1
Bamidbar_CH9,-0.011191052910960786,-1
Beereshit_CH1,0.037226350355782534,1
Beereshit_CH10,0.15168388748384548,1
Beereshit_CH11,0.15944944104646236,1
Beereshit_CH12,0.1391512531794349,1
Beereshit_CH13,0.12077616790615009,1
Beereshit_CH14,0.03277018091143208,1
Beereshit_CH15,0.15889749226929,1
Beereshit_CH16,0.16337822815084324,1
Beereshit_CH17,0.07547504773080244,1
Beereshit_CH18,0.15715367351902543,1
Beereshit_CH19,0.14724886504111184,1
Beereshit_CH2,0.13045047700508539,1
Beereshit_CH20,0.16290136610000627,1
Beereshit_CH21,0.16157318666738713,1
Beereshit_CH22,0.1566709605058993,1
Beereshit_CH23,0.14503457696271116,1
Beereshit_CH24,0.08297602186707526,1
Beereshit_CH25,0.15240729155474397,1
Beereshit_CH26,0.10719678517080294,1
Beereshit_CH27,0.12467756792471457,1
Beereshit_CH28,0.16064659223414113,1
Beereshit_CH29,0.09247687639632374,1
Beereshit_CH3,0.15779810199514077,1
Beereshit_CH30,0.15858972629070556,1
Beereshit_CH31,0.13582952392616798,1
Beereshit_CH32,0.16013175314692957,1
Beereshit_CH33,0.15933734791204196,1
Beereshit_CH34,0.15593166743072734,1
Beereshit_CH35,0.1235367680855306,1
Beereshit_CH36,0.1128709091577238,1
Beereshit_CH37,0.08568522121192862,1
Beereshit_CH38,0.1572101426154071,1
Beereshit_CH39,0.16360339214705805,1
Beereshit_CH4,0.16376002710036197,1
Beereshit_CH40,0.1645610651143512,1
Beereshit_CH41,0.13022731074392263,1
Beereshit_CH42,0.13816159856306431,1
Beereshit_CH43,0.1618234673596784,1
Beereshit_CH44,0.1589713977206158,1
Beereshit_CH45,0.14960957908386374,1
Beereshit_CH46,0.04594728518969954,1
Beereshit_CH47,-0.044304790089771395,-1
Beereshit_CH48,0.1593156395552926,1
Beereshit_CH49,0.16385562453918906,1
Beereshit_CH5,0.15901919270833814,1
Beereshit_CH50,0.13685394682952196,1
Beereshit_CH6,0.15933154545870964,1
Beereshit_CH7,-0.04230312836256678,-1
Beereshit_CH8,0.14407061800083115,1
Beereshit_CH9,0.060169791001782214,1
Dvarim_CH1,0.036749514259709126,1
Dvarim_CH10,0.034084763157611164,1
Dvarim_CH11,-0.17756541282568905,-1
Dvarim_CH12,-0.048890953236138124,-1
Dvarim_CH13,0.054477228852499504,1
Dvarim_CH14,-0.022444896053935848,-1
Dvarim_CH15,0.14224226274011298,1
Dvarim_CH16,0.15090637271173635,1
Dvarim_CH17,0.15932876583006322,1
Dvarim_CH18,0.1579477622094282,1
Dvarim_CH19,0.15894221898245986,1
Dvarim_CH2,0.15745115488454864,1
Dvarim_CH20,0.15334735056299886,1
Dvarim_CH21,0.15904353699193002,1
Dvarim_CH22,0.16126154724301267,1
Dvarim_CH23,0.14350999337844372,1
Dvarim_CH24,0.14924565291230185,1
Dvarim_CH25,0.16346167777807324,1
Dvarim_CH26,0.011362355753128939,1
Dvarim_CH27,0.03865970649869077,1
Dvarim_CH28,-0.1531730826988894,-1
Dvarim_CH29,0.042268901670125314,1
Dvarim_CH3,0.10481467488717222,1
Dvarim_CH30,0.09944901018850949,1
Dvarim_CH31,-0.001180855985970397,-1
Dvarim_CH32,-0.0375836694685826,-1
Dvarim_CH33,0.16399606681866208,1
Dvarim_CH4,0.06303817087767327,1
Dvarim_CH5,0.08082860873874037,1
Dvarim_CH6,0.041739565523219946,1
Dvarim_CH7,-0.0054299509648712,-1
Dvarim_CH8,0.15000668492952085,1
Dvarim_CH9,0.08392168355352708,1
Shmot_CH1,0.06775467773929583,1
Shmot_CH10,0.05763591786191252,1
Shmot_CH12,0.02815463327883988,1
Shmot_CH13,0.08904248069930687,1
Shmot_CH14,0.12105223974937157,1
Shmot_CH15,0.11476378439762447,1
Shmot_CH16,0.1371685348941804,1
Shmot_CH17,0.15462652429480206,1
Shmot_CH18,0.1616974680776438,1
Shmot_CH19,0.1139865696184259,1
Shmot_CH2,0.16124249739460828,1
Shmot_CH20,0.08226424007780714,1
Shmot_CH21,0.15871508795270983,1
Shmot_CH22,0.16014689085285272,1
Shmot_CH23,0.15037591376575654,1
Shmot_CH24,0.14938346698632943,1
Shmot_CH25,0.1544061791860874,1
Shmot_CH26,0.15307178355571865,1
Shmot_CH27,0.15337901665632686,1
Shmot_CH28,0.1568565281905836,1
Shmot_CH29,0.1400027450414601,1
Shmot_CH3,0.06412457973454244,1
Shmot_CH30,0.14985766185463856,1
Shmot_CH31,-0.050109907694689926,-1
Shmot_CH32,0.1553062606796039,1
Shmot_CH33,0.14339935455835184,1
Shmot_CH34,0.10495189868875082,1
Shmot_CH35,0.09590017077735624,1
Shmot_CH36,0.12789616091359768,1
Shmot_CH37,0.16198600426488313,1
Shmot_CH38,0.1222529737824869,1
Shmot_CH39,0.15923523500499515,1
Shmot_CH4,0.15336446308539137,1
Shmot_CH40,0.15183753166188063,1
Shmot_CH5,0.10918639385606005,1
Shmot_CH6,-0.05308009105435341,-1
Shmot_CH7,0.1311186970561356,1
Shmot_CH8,0.09417442650140562,1
Shmot_CH9,-0.004515465965859722,-1
Vaikra_CH1,0.06416203635789036,1
Vaikra_CH10,0.05378061167245907,1
Vaikra_CH11,-0.1586189840812401,-1
Vaikra_CH13,0.10312908667225107,1
Vaikra_CH14,0.02737670577030854,1
Vaikra_CH15,0.1234569756991491,1
Vaikra_CH16,-0.08963308992278918,-1
Vaikra_CH17,0.04027629783762293,1
Vaikra_CH18,-0.1622615589855665,-1
Vaikra_CH19,-0.07181539593701769,-1
Vaikra_CH2,0.10010697798442275,1
Vaikra_CH20,-0.09144550722531097,-1
Vaikra_CH21,0.09223221642525231,1
Vaikra_CH22,0.03230208251121841,1
Vaikra_CH23,-0.1642217041263957,-1
Vaikra_CH24,0.15758043119989112,1
Vaikra_CH25,0.0030212042398852224,1
Vaikra_CH26,-0.37647504723103,-1
Vaikra_CH27,0.13316732471123455,1
Vaikra_CH3,0.1519620463759745,1
Vaikra_CH4,0.13741593947031372,1
Vaikra_CH5,0.1529785865089779,1
Vaikra_CH6,0.12514212287618126,1
Vaikra_CH7,0.06903867928553736,1
Vaikra_CH8,0.14335639932756877,1
Vaikra_CH9,0.1372312846521777,1
