file_name,signal_type,chunk_index,value,avg_uncertainty,pair_id,author_A,author_B
Bamidbar_CH1,regular,0,0.9955270290374756,0.005248607601970434,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH1,weighted,0,0.9955267310142517,0.005248607601970434,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH1,regular,1,0.9994990825653076,0.005748550407588482,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH1,weighted,1,0.9994992613792419,0.005748550407588482,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH1,regular,2,0.9982706308364868,0.006203562021255493,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH1,weighted,2,0.998270571231842,0.006203562021255493,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH1,regular,3,0.9979208111763,0.006409735884517431,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH1,weighted,3,0.9979208707809448,0.006409735884517431,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH1,regular,4,0.9987403750419617,0.005779728759080172,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH1,weighted,4,0.9987406134605408,0.005779728759080172,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH10,regular,0,0.9984683394432068,0.004828762728720903,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH10,weighted,0,0.9984682202339172,0.004828762728720903,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH10,regular,1,0.9971136450767517,0.005417594686150551,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH10,weighted,1,0.9971149563789368,0.005417594686150551,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH10,regular,2,0.9951674342155457,0.0055816275998950005,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH10,weighted,2,0.9951683282852173,0.0055816275998950005,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH11,regular,0,0.9118912220001221,0.005364399403333664,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH11,weighted,0,0.9119046926498413,0.005364399403333664,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH11,regular,1,0.2985532283782959,0.0055460939183831215,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH11,weighted,1,0.2985181212425232,0.0055460939183831215,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
Bamidbar_CH11,regular,2,0.3850328326225281,0.005519255064427853,29_יהודה סומו_VS_אפריים בר יעקב,יהודה סומו,אפריים בר יעקב
