Names,iteration_86_anomaly_score,iteration_86_anomaly_prediction
Bamidbar_CH1,0.09019186909859772,1
Bamidbar_CH10,0.06686513290383322,1
Bamidbar_CH11,0.07075118843902906,1
Bamidbar_CH13,0.10249510878019413,1
Bamidbar_CH14,0.04458031280061081,1
Bamidbar_CH15,0.05391789166129812,1
Bamidbar_CH16,0.09732389246009154,1
Bamidbar_CH17,0.10201305445490483,1
Bamidbar_CH18,0.08635941677554138,1
Bamidbar_CH19,0.09341182279573401,1
Bamidbar_CH2,0.0380015778180301,1
Bamidbar_CH20,0.09392598463897806,1
Bamidbar_CH21,0.06775420471276489,1
Bamidbar_CH22,0.07075292848133335,1
Bamidbar_CH23,0.04022696892103572,1
Bamidbar_CH24,0.05978424096852897,1
Bamidbar_CH25,0.08183456593912797,1
Bamidbar_CH26,-0.12681752810764246,-1
Bamidbar_CH27,0.10617319269768732,1
Bamidbar_CH28,0.08534149373038635,1
Bamidbar_CH29,0.09811391444417461,1
Bamidbar_CH3,0.006411218178906719,1
Bamidbar_CH30,0.0721372406495972,1
Bamidbar_CH31,0.04817100019300263,1
Bamidbar_CH32,0.08416316959868647,1
Bamidbar_CH33,0.0736112538620084,1
Bamidbar_CH34,0.08992775088576382,1
Bamidbar_CH35,0.07228180882523849,1
Bamidbar_CH36,0.03588693335392151,1
Bamidbar_CH4,0.012895535990243512,1
Bamidbar_CH5,0.09688289795268684,1
Bamidbar_CH6,0.08094695405226981,1
Bamidbar_CH7,-0.06782848729893265,-1
Bamidbar_CH8,0.10294055347492731,1
Bamidbar_CH9,0.10094252176111657,1
Beereshit_CH1,0.05625970193508456,1
Beereshit_CH10,-0.029194907672315917,-1
Beereshit_CH11,0.07290347019610521,1
Beereshit_CH12,0.07667313013585259,1
Beereshit_CH13,0.05608666083557007,1
Beereshit_CH14,0.037948735622844676,1
Beereshit_CH15,0.06168826963935187,1
Beereshit_CH16,0.012596110152889806,1
Beereshit_CH17,0.10637012165771131,1
Beereshit_CH18,0.04489703465396683,1
Beereshit_CH19,0.013147259912466236,1
Beereshit_CH2,0.04547483758810822,1
Beereshit_CH20,0.08833413169801946,1
Beereshit_CH21,0.08903597187663609,1
Beereshit_CH22,0.10635160380382574,1
Beereshit_CH23,0.03226251108872136,1
Beereshit_CH24,-0.2373409133549409,-1
Beereshit_CH25,0.07107301527622223,1
Beereshit_CH26,0.09636387082074133,1
Beereshit_CH27,-0.040312913727372,-1
Beereshit_CH28,0.0877217510546805,1
Beereshit_CH29,0.05743493220363094,1
Beereshit_CH3,0.1073091027071032,1
Beereshit_CH30,-0.019162740638897335,-1
Beereshit_CH31,-0.044065700486708104,-1
Beereshit_CH32,0.07645799108455498,1
Beereshit_CH33,0.0728156271686678,1
Beereshit_CH34,0.06873520025313484,1
Beereshit_CH35,0.06842412316288721,1
Beereshit_CH36,0.027283085953194564,1
Beereshit_CH37,0.06758424346993724,1
Beereshit_CH38,0.031027088781325984,1
Beereshit_CH39,0.03891265879279099,1
Beereshit_CH4,0.07062451784029206,1
Beereshit_CH40,0.07524341733676959,1
Beereshit_CH41,-0.08044385858885084,-1
Beereshit_CH42,0.043125397024108225,1
Beereshit_CH43,0.07023871081314154,1
Beereshit_CH44,0.07371285301069624,1
Beereshit_CH45,0.08655734439033641,1
Beereshit_CH46,0.05267958499956904,1
Beereshit_CH47,0.09973736620220797,1
Beereshit_CH48,0.10632682572595153,1
Beereshit_CH49,-0.004976124172550778,-1
Beereshit_CH5,0.07327807940022957,1
Beereshit_CH50,0.09678304103237634,1
Beereshit_CH6,0.10774072679121788,1
Beereshit_CH7,0.09854258313517267,1
Beereshit_CH8,0.10643240686026201,1
Beereshit_CH9,0.09059812815749013,1
Dvarim_CH1,0.06923720907404823,1
Dvarim_CH10,0.08711828515502834,1
Dvarim_CH11,0.02739393114728622,1
Dvarim_CH12,0.04711163478782332,1
Dvarim_CH13,0.09278429842590563,1
Dvarim_CH14,0.10563552557910244,1
Dvarim_CH15,0.07013749541327935,1
Dvarim_CH16,0.08934645394177965,1
Dvarim_CH17,0.11118331547471294,1
Dvarim_CH18,0.06611586006556042,1
Dvarim_CH19,0.0789293840722049,1
Dvarim_CH2,0.029670072956243576,1
Dvarim_CH20,0.07586804539097314,1
Dvarim_CH21,0.07022211251862082,1
Dvarim_CH22,0.05506501200053027,1
Dvarim_CH23,0.07649885685937646,1
Dvarim_CH24,0.068029434868912,1
Dvarim_CH25,0.06634351055663618,1
Dvarim_CH26,0.10741348833942577,1
Dvarim_CH27,0.033568600457659026,1
Dvarim_CH28,-0.08315995199652004,-1
Dvarim_CH29,0.09404412702087916,1
Dvarim_CH3,0.07595705837700578,1
Dvarim_CH30,0.10518951742745092,1
Dvarim_CH31,0.051188945154514776,1
Dvarim_CH32,-0.11046458798081127,-1
Dvarim_CH33,-0.018557491042259344,-1
Dvarim_CH4,-0.09602892832149656,-1
Dvarim_CH5,0.10805310778816674,1
Dvarim_CH6,0.10343947408880871,1
Dvarim_CH7,0.09121740593385391,1
Dvarim_CH8,0.05558854438825356,1
Dvarim_CH9,0.10490610618095147,1
Shmot_CH1,0.0947895833543973,1
Shmot_CH10,0.08921433294260833,1
Shmot_CH12,-0.04822439878597806,-1
Shmot_CH13,0.10910177937935644,1
Shmot_CH14,0.07647798591517357,1
Shmot_CH15,0.034747546130403095,1
Shmot_CH16,0.07898693805472912,1
Shmot_CH17,0.09597298936449561,1
Shmot_CH18,0.08782807209185811,1
Shmot_CH19,0.10509091368085532,1
Shmot_CH2,0.05357429959872251,1
Shmot_CH20,0.08821175231799944,1
Shmot_CH21,0.0039936359505004515,1
Shmot_CH22,0.07759815412804205,1
Shmot_CH23,0.07632081426916215,1
Shmot_CH24,0.067900632946022,1
Shmot_CH25,0.024780123544495103,1
Shmot_CH26,0.024833807018256604,1
Shmot_CH27,0.06866962520306052,1
Shmot_CH28,0.010262881987911143,1
Shmot_CH29,0.06991305956596766,1
Shmot_CH3,0.10281577890450949,1
Shmot_CH30,0.062048462942806526,1
Shmot_CH31,0.07382670204377079,1
Shmot_CH32,0.043680492254640824,1
Shmot_CH33,0.10345299914285078,1
Shmot_CH34,0.07634316155059023,1
Shmot_CH35,0.05660482447237519,1
Shmot_CH36,-0.004409345135613751,-1
Shmot_CH37,0.017160871879998485,1
Shmot_CH38,0.03397158029754188,1
Shmot_CH39,-0.015975862317004985,-1
Shmot_CH4,0.09187689608661165,1
Shmot_CH40,0.11157656549618855,1
Shmot_CH5,0.06056681806484676,1
Shmot_CH6,0.05857201764249598,1
Shmot_CH7,0.10064875755662922,1
Shmot_CH8,0.10209043624595193,1
Shmot_CH9,0.07642060801692635,1
Vaikra_CH1,0.0991315286639941,1
Vaikra_CH10,0.10761365096882286,1
Vaikra_CH11,0.052191038622593555,1
Vaikra_CH13,-0.05260710853076456,-1
Vaikra_CH14,-0.030864253912987305,-1
Vaikra_CH15,0.09736234143306088,1
Vaikra_CH16,0.07635793459100698,1
Vaikra_CH17,0.09585669336344937,1
Vaikra_CH18,0.10094030974991075,1
Vaikra_CH19,0.07793655565685609,1
Vaikra_CH2,0.07077953077179783,1
Vaikra_CH20,0.0802332511667872,1
Vaikra_CH21,0.07405658273132226,1
Vaikra_CH22,0.0945694662977849,1
Vaikra_CH23,0.0595454193013894,1
Vaikra_CH24,0.0720204031730245,1
Vaikra_CH25,-0.022529433965124412,-1
Vaikra_CH26,0.03763548558377683,1
Vaikra_CH27,0.06930550792045326,1
Vaikra_CH3,0.08755931529008282,1
Vaikra_CH4,0.03205609801218867,1
Vaikra_CH5,0.1088866323944156,1
Vaikra_CH6,0.0999869700963929,1
Vaikra_CH7,0.0772826059584874,1
Vaikra_CH8,0.04960588970446478,1
Vaikra_CH9,0.08404744833246564,1
