Names,iteration_42_row_sum,iteration_42_normalized_summary_score
Bamidbar_CH1,155.63504140533405,0.00455545272449504
Bamidbar_CH10,136.42585208778473,0.003993197894080146
Bamidbar_CH11,168.77930990346067,0.004940186735554538
Bamidbar_CH13,137.92551884173008,0.004037093285107818
Bamidbar_CH14,159.87861530877854,0.004679662543347439
Bamidbar_CH15,151.0782767517594,0.004422075782075325
Bamidbar_CH16,147.04522714720224,0.004304028029826172
Bamidbar_CH17,140.79226240783464,0.004121003146734854
Bamidbar_CH18,152.1384182754191,0.004453106227074713
Bamidbar_CH19,136.71616842202639,0.0040016954812805905
Bamidbar_CH2,140.11531675739388,0.004101188882030776
Bamidbar_CH20,146.6937023380524,0.004293738864641329
Bamidbar_CH21,141.45320602822903,0.004140349030470778
Bamidbar_CH22,217.30988783609791,0.0063606814484950275
Bamidbar_CH23,128.88949903594767,0.0037726081108748646
Bamidbar_CH24,126.36232661484246,0.0036986375295260947
Bamidbar_CH25,139.0017478784357,0.004068594613171032
Bamidbar_CH26,264.11751065296266,0.007730745098447029
Bamidbar_CH27,135.41650830010622,0.003963654303729197
Bamidbar_CH28,131.96062965806777,0.00386250040141232
Bamidbar_CH29,139.64634556284727,0.0040874620497787575
Bamidbar_CH3,154.33559466870793,0.004517417792751855
Bamidbar_CH30,176.0793690067003,0.005153860172015539
Bamidbar_CH31,160.79294632025994,0.0047064251005436404
Bamidbar_CH32,153.85281579511502,0.004503286808397826
Bamidbar_CH33,210.42609129161428,0.006159192057415245
Bamidbar_CH34,126.58581933896494,0.003705179183191075
Bamidbar_CH35,146.2516170327508,0.004280798984969562
Bamidbar_CH36,137.08561979137448,0.004012509358617391
Bamidbar_CH4,160.52826654295495,0.0046986778978458715
Bamidbar_CH5,137.59590034788562,0.004027445319892085
Bamidbar_CH6,139.120824147416,0.00407207998708844
Bamidbar_CH7,199.53631782849698,0.00584044733422342
Bamidbar_CH8,135.21528524695168,0.003957764485488736
Bamidbar_CH9,137.4617444145988,0.0040235185627409955
Beereshit_CH1,239.23240895763593,0.0070023557634124375
Beereshit_CH10,130.4521447848747,0.0038183469031808385
Beereshit_CH11,243.60166166099225,0.007130244212901614
Beereshit_CH12,144.80698250050045,0.004238514392396994
Beereshit_CH13,126.01328442620434,0.0036884210308839017
Beereshit_CH14,139.46876536462514,0.004082264260190354
Beereshit_CH15,121.01372856090165,0.0035420835468429994
Beereshit_CH16,312.3522769492338,0.009142581376162048
Beereshit_CH17,307.1292965517423,0.008989704234440664
Beereshit_CH18,151.6573844017912,0.004439026319038543
Beereshit_CH19,173.471138365996,0.005077517008734184
Beereshit_CH2,259.07185035850125,0.0075830581333026035
Beereshit_CH20,148.07858921403385,0.004334274637532452
Beereshit_CH21,263.7807883785208,0.007720889204885698
Beereshit_CH22,202.58001105050062,0.005929536529404039
Beereshit_CH23,128.099129302449,0.0037494739122823522
Beereshit_CH24,557.8834341024412,0.016329302108859873
Beereshit_CH25,157.20636370409193,0.00460144548025429
Beereshit_CH26,142.9438690828465,0.0041839808823477325
Beereshit_CH27,615.3541018426404,0.018011474115701174
Beereshit_CH28,188.2088310674808,0.005508890700439634
Beereshit_CH29,281.9725602710023,0.00825336412880188
Beereshit_CH3,280.9031438560269,0.008222062206836044
Beereshit_CH30,520.8780013342548,0.015246149510301338
Beereshit_CH31,512.6853155004137,0.015006348803046061
Beereshit_CH32,176.2475721399751,0.005158783494005409
Beereshit_CH33,231.98308975810505,0.006790167488843666
Beereshit_CH34,146.1735046304202,0.004278512627393527
Beereshit_CH35,134.05603521822923,0.003923833124954311
Beereshit_CH36,141.02923236680363,0.0041279392803681356
Beereshit_CH37,135.76029434057273,0.00397371695440571
Beereshit_CH38,145.6654021296781,0.004263640418021988
Beereshit_CH39,131.8903275135017,0.003860442650836938
Beereshit_CH4,254.11339567164396,0.007437923684732623
Beereshit_CH40,209.43880329763488,0.0061302940422804575
Beereshit_CH41,387.9056842371865,0.011354036919637052
Beereshit_CH42,167.16921462267783,0.0048930590908589176
Beereshit_CH43,205.73830304091825,0.006021980041627154
Beereshit_CH44,179.29534634973243,0.005247992140092542
Beereshit_CH45,159.23646404901956,0.004660866713826064
Beereshit_CH46,139.3228159407954,0.004077992306429684
Beereshit_CH47,174.6304961854985,0.005111451524315173
Beereshit_CH48,126.99081568011752,0.003717033465292682
Beereshit_CH49,142.5597927447452,0.004172738930760102
Beereshit_CH5,133.7850289710841,0.003915900745872037
Beereshit_CH50,143.85384868046094,0.004210616073238911
Beereshit_CH6,234.2093384236141,0.006855330002742346
Beereshit_CH7,222.05684601823305,0.006499625373902885
Beereshit_CH8,165.21530450361752,0.00483586795257207
Beereshit_CH9,306.2955774472139,0.008965301195562702
Dvarim_CH1,168.83144911370619,0.004941712855284525
Dvarim_CH10,127.65585415375244,0.0037364992057792607
Dvarim_CH11,235.59102078999422,0.006895771979327301
Dvarim_CH12,253.38318722497934,0.00741655041282823
Dvarim_CH13,151.54694535518502,0.004435793757455946
Dvarim_CH14,181.7424284865192,0.00531961847106807
Dvarim_CH15,209.97349556843255,0.006145944536794916
Dvarim_CH16,132.38064862350438,0.0038747943971806295
Dvarim_CH17,126.91834156661935,0.0037149121409764518
Dvarim_CH18,128.92689750435966,0.003773702767664756
Dvarim_CH19,133.29096867772023,0.003901439553269481
Dvarim_CH2,166.86549549568736,0.004884169202617576
Dvarim_CH20,135.49374164244364,0.003965914931134156
Dvarim_CH21,129.47835757821304,0.0037898440573974645
Dvarim_CH22,179.26382061802724,0.00524706937887443
Dvarim_CH23,147.8281672348312,0.004326944761965027
Dvarim_CH24,150.44271081109036,0.004403472705481046
Dvarim_CH25,128.81781776810385,0.0037705099932276703
Dvarim_CH26,152.92107017139642,0.004476014523816034
Dvarim_CH27,131.5416128543875,0.0038502357390156096
Dvarim_CH28,732.5662836813062,0.021442286022065715
Dvarim_CH29,140.71379870718374,0.004118706506622984
Dvarim_CH3,139.49120342276728,0.004082921024323759
Dvarim_CH30,295.7950616137168,0.008657950080862719
Dvarim_CH31,145.16817429624643,0.0042490865112150885
Dvarim_CH32,391.2509274003314,0.011451952510779271
Dvarim_CH33,122.43539852397953,0.0035836959642533495
Dvarim_CH4,255.2176344157051,0.007470244859640949
Dvarim_CH5,159.64429338156333,0.004672803917859871
Dvarim_CH6,208.66832531039108,0.0061077420770259735
Dvarim_CH7,181.86530115760252,0.005323214966042455
Dvarim_CH8,226.644240407295,0.0066338988516447
Dvarim_CH9,175.42435551866947,0.005134687863827822
Shmot_CH1,124.03654325941898,0.0036305616256205237
Shmot_CH10,199.8252778026872,0.0058489052206338885
Shmot_CH12,174.16908281594806,0.005097945910332248
Shmot_CH13,130.4947457124872,0.00381959383645503
Shmot_CH14,135.34097849702084,0.003961443539083016
Shmot_CH15,207.72358772838925,0.006080089516567853
Shmot_CH16,152.8865220504522,0.004475003296972384
Shmot_CH17,127.05889695978112,0.0037190262109374297
Shmot_CH18,139.51574995903502,0.004083639503815961
Shmot_CH19,137.62242619428434,0.004028221733983382
Shmot_CH2,216.91576879919012,0.006349145546141386
Shmot_CH20,129.69794105114852,0.003796271286901859
Shmot_CH21,140.46483105948573,0.004111419199479452
Shmot_CH22,156.37724193792383,0.004577177005915072
Shmot_CH23,244.9357747838876,0.007169293833125957
Shmot_CH24,138.8915415813899,0.004065368864190593
Shmot_CH25,202.5056370730963,0.005927359595887405
Shmot_CH26,366.2425796107491,0.0107199557506379
Shmot_CH27,154.7392661404083,0.004529233295796372
Shmot_CH28,170.11941479695815,0.004979411735484297
Shmot_CH29,157.2090429240161,0.004601523901280769
Shmot_CH3,120.437213422083,0.0035252088929338954
Shmot_CH30,139.75884449990554,0.004090754904554245
Shmot_CH31,135.3149878960321,0.003960682791676671
Shmot_CH32,150.1777560613482,0.004395717454313429
Shmot_CH33,235.24715564252983,0.006885707013181304
Shmot_CH34,160.66442753036245,0.004702663343125126
Shmot_CH35,138.28626539774268,0.004047652371715825
Shmot_CH36,327.72076803573145,0.009592418597646311
Shmot_CH37,223.11456448490935,0.006530584895789864
Shmot_CH38,139.29665603446483,0.0040772266034395975
Shmot_CH39,164.64346594946255,0.004819130182748678
Shmot_CH4,207.54133776920935,0.00607475504262427
Shmot_CH40,139.8371034661177,0.004093045552069279
Shmot_CH5,128.31180714564834,0.003755699013336034
Shmot_CH6,140.91590125241783,0.004124622067681731
Shmot_CH7,154.46055031781725,0.0045210752566946545
Shmot_CH8,207.320773065112,0.006068299092388803
Shmot_CH9,194.5657335891592,0.005694957852478422
Vaikra_CH1,135.37053509640828,0.003962308663607612
Vaikra_CH10,134.81318911787093,0.003945995092875158
Vaikra_CH11,192.64108923286403,0.005638623325900088
Vaikra_CH13,179.59606108129083,0.005256794089388818
Vaikra_CH14,177.0970348519768,0.0051836473497978005
Vaikra_CH15,140.00413918958657,0.0040979347038611474
Vaikra_CH16,150.73806025498925,0.004412117612288269
Vaikra_CH17,122.00972455043666,0.003571236445850471
Vaikra_CH18,337.6936643824956,0.009884326238905925
Vaikra_CH19,305.36586761535,0.008938088498805525
Vaikra_CH2,127.06823405066825,0.003719299508491352
Vaikra_CH20,145.90027875643136,0.00427051527961872
Vaikra_CH21,133.90524006174383,0.003919419336129832
Vaikra_CH22,143.85850800390472,0.004210752452087046
Vaikra_CH23,149.540922018321,0.0043770772602404
Vaikra_CH24,130.37005369577673,0.0038159440890580595
Vaikra_CH25,333.2746991537351,0.009754982698986926
Vaikra_CH26,606.8926467617202,0.01776380650657206
Vaikra_CH27,139.7299427992766,0.004089908948979693
Vaikra_CH3,138.4859572395435,0.00405349737125177
Vaikra_CH4,154.1226314741507,0.004511184339436311
Vaikra_CH5,146.11079702781353,0.004276677169796306
Vaikra_CH6,129.36052740801097,0.0037863951569118938
Vaikra_CH7,141.8026713125655,0.00415057791316501
Vaikra_CH8,150.9511437284964,0.004418354586180317
Vaikra_CH9,139.97277342038433,0.0040970166247609775
