Names,iteration_28_anomaly_score,iteration_28_anomaly_prediction
Bamidbar_CH1,0.08209765513356038,1
Bamidbar_CH10,0.04363644963239183,1
Bamidbar_CH11,0.005808882329156995,1
Bamidbar_CH13,0.03762765892426573,1
Bamidbar_CH14,0.05518866955051366,1
Bamidbar_CH15,0.03779341851720236,1
Bamidbar_CH16,0.09056360766363952,1
Bamidbar_CH17,0.078849037216418,1
Bamidbar_CH18,0.028514248655371943,1
Bamidbar_CH19,0.07418951452566752,1
Bamidbar_CH2,0.06955404822360078,1
Bamidbar_CH20,0.07134696137733376,1
Bamidbar_CH21,0.026047252787524733,1
Bamidbar_CH22,0.053598470565749234,1
Bamidbar_CH23,0.09921367001241443,1
Bamidbar_CH24,0.05987663737305632,1
Bamidbar_CH25,0.058615328484461604,1
Bamidbar_CH26,-0.11858733464714444,-1
Bamidbar_CH27,0.10014744307836326,1
Bamidbar_CH28,0.09352335885807356,1
Bamidbar_CH29,0.0932192810552549,1
Bamidbar_CH3,0.05137962005741642,1
Bamidbar_CH30,0.05839340745385263,1
Bamidbar_CH31,-0.006654372868236558,-1
Bamidbar_CH32,0.06553142020010777,1
Bamidbar_CH33,-0.06933728928027638,-1
Bamidbar_CH34,0.0700413314573739,1
Bamidbar_CH35,0.0037283729048595005,1
Bamidbar_CH36,0.09328751736959301,1
Bamidbar_CH4,0.05750907334148059,1
Bamidbar_CH5,0.05933432647991016,1
Bamidbar_CH6,0.09963229431508047,1
Bamidbar_CH7,-0.058021438367483746,-1
Bamidbar_CH8,0.09592638353076233,1
Bamidbar_CH9,0.08148257423219402,1
Beereshit_CH1,-0.06486916202885917,-1
Beereshit_CH10,-0.08563638009034702,-1
Beereshit_CH11,-0.05672474633292757,-1
Beereshit_CH12,0.06047980879147957,1
Beereshit_CH13,0.039584341845741555,1
Beereshit_CH14,0.019127893636362525,1
Beereshit_CH15,0.06401246025660778,1
Beereshit_CH16,0.08182455815160877,1
Beereshit_CH17,0.10457382407195093,1
Beereshit_CH18,0.09594957959899586,1
Beereshit_CH19,0.07796071568085267,1
Beereshit_CH2,0.0303885934080535,1
Beereshit_CH20,0.08928630304559632,1
Beereshit_CH21,0.09127828217753209,1
Beereshit_CH22,0.10122921951571412,1
Beereshit_CH23,0.09231020646814636,1
Beereshit_CH24,-0.10685581394042387,-1
Beereshit_CH25,0.07979167920603514,1
Beereshit_CH26,0.07537821929446575,1
Beereshit_CH27,0.005391833185416306,1
Beereshit_CH28,0.08957102920645887,1
Beereshit_CH29,0.083148393063595,1
Beereshit_CH3,0.0691697094941186,1
Beereshit_CH30,0.043052143280467414,1
Beereshit_CH31,0.010860602758095639,1
Beereshit_CH32,0.0826050053760074,1
Beereshit_CH33,0.004387299718951354,1
Beereshit_CH34,0.05362943790536806,1
Beereshit_CH35,0.08568393921543738,1
Beereshit_CH36,0.07555877999460658,1
Beereshit_CH37,0.07627092376096983,1
Beereshit_CH38,0.0841087415265056,1
Beereshit_CH39,0.09217531472476703,1
Beereshit_CH4,0.06686624926107737,1
Beereshit_CH40,0.06859923047044764,1
Beereshit_CH41,-0.16022899636710497,-1
Beereshit_CH42,0.07397516218502914,1
Beereshit_CH43,0.07624241044469898,1
Beereshit_CH44,0.07808168676380939,1
Beereshit_CH45,0.07360912807184306,1
Beereshit_CH46,0.08334451722356817,1
Beereshit_CH47,0.048018974286605065,1
Beereshit_CH48,0.09087349306966497,1
Beereshit_CH49,0.0738192385758526,1
Beereshit_CH5,-0.07158802076086579,-1
Beereshit_CH50,0.05724271115844054,1
Beereshit_CH6,0.07382227109714279,1
Beereshit_CH7,-0.01996544057236338,-1
Beereshit_CH8,0.017414041082515763,1
Beereshit_CH9,0.05504337975322465,1
Dvarim_CH1,0.039490196356615714,1
Dvarim_CH10,0.09942493736936908,1
Dvarim_CH11,0.06231132361333108,1
Dvarim_CH12,0.042511674880387706,1
Dvarim_CH13,0.07897756204943207,1
Dvarim_CH14,0.0453277903153077,1
Dvarim_CH15,0.07410032973366393,1
Dvarim_CH16,0.08022490584498554,1
Dvarim_CH17,0.05237587594168219,1
Dvarim_CH18,0.09750615767498938,1
Dvarim_CH19,0.09208561476438071,1
Dvarim_CH2,0.029630951214895285,1
Dvarim_CH20,0.09570750872322531,1
Dvarim_CH21,0.09499525496571082,1
Dvarim_CH22,0.05204609900869189,1
Dvarim_CH23,0.084935421330749,1
Dvarim_CH24,0.08129368033283735,1
Dvarim_CH25,0.06011582027703982,1
Dvarim_CH26,0.09879178033555508,1
Dvarim_CH27,0.07458928203849469,1
Dvarim_CH28,-0.058687834577829556,-1
Dvarim_CH29,0.06728752706225938,1
Dvarim_CH3,0.021019204023878302,1
Dvarim_CH30,0.09954958156958804,1
Dvarim_CH31,0.07379646098239973,1
Dvarim_CH32,0.05971762362480465,1
Dvarim_CH33,0.059800906768281425,1
Dvarim_CH4,0.0030147028412522703,1
Dvarim_CH5,0.09871811076276865,1
Dvarim_CH6,0.09965671980314994,1
Dvarim_CH7,0.09063232754803735,1
Dvarim_CH8,0.06338851032238202,1
Dvarim_CH9,0.07728955206479937,1
Shmot_CH1,-0.03442322802907283,-1
Shmot_CH10,0.03539546470703819,1
Shmot_CH12,0.023185992872454098,1
Shmot_CH13,0.08319977831649011,1
Shmot_CH14,0.03236817512144469,1
Shmot_CH15,0.0019800124556580423,1
Shmot_CH16,0.0774596779251146,1
Shmot_CH17,0.058718552640489474,1
Shmot_CH18,0.05540654435552439,1
Shmot_CH19,0.07374477832877424,1
Shmot_CH2,0.0417361191779233,1
Shmot_CH20,0.09362351944976705,1
Shmot_CH21,0.08907180788872748,1
Shmot_CH22,0.09518307657739289,1
Shmot_CH23,0.09742313326553925,1
Shmot_CH24,0.05352051107675604,1
Shmot_CH25,0.07070806901721871,1
Shmot_CH26,0.0718011714709822,1
Shmot_CH27,0.06429883375673268,1
Shmot_CH28,0.038811373839174323,1
Shmot_CH29,2.3192952888662077e-05,1
Shmot_CH3,0.0893103080329209,1
Shmot_CH30,0.08262430645711016,1
Shmot_CH31,0.09124279065065988,1
Shmot_CH32,0.076852648997154,1
Shmot_CH33,0.1032384487996969,1
Shmot_CH34,0.06626217166006754,1
Shmot_CH35,0.0856366985161453,1
Shmot_CH36,-0.05085242694660086,-1
Shmot_CH37,-0.04482159577477096,-1
Shmot_CH38,0.02764669148914478,1
Shmot_CH39,0.07492070964065095,1
Shmot_CH4,0.0872661212994092,1
Shmot_CH40,0.06991126450246826,1
Shmot_CH5,0.06746917916622197,1
Shmot_CH6,0.07642224927141938,1
Shmot_CH7,0.0672600971354479,1
Shmot_CH8,0.04293192339409868,1
Shmot_CH9,0.044464750174915524,1
Vaikra_CH1,0.08942973035448393,1
Vaikra_CH10,0.09812853338417643,1
Vaikra_CH11,-0.0558971440917434,-1
Vaikra_CH13,-0.07479440338826815,-1
Vaikra_CH14,-0.0856741850846422,-1
Vaikra_CH15,0.07701649555754958,1
Vaikra_CH16,0.05725909445574884,1
Vaikra_CH17,0.06515101167094667,1
Vaikra_CH18,0.09233983856526007,1
Vaikra_CH19,0.08138159026662262,1
Vaikra_CH2,0.06547392430709797,1
Vaikra_CH20,0.0637436480252706,1
Vaikra_CH21,0.09525508655684822,1
Vaikra_CH22,0.07660870623569188,1
Vaikra_CH23,0.0497486656086647,1
Vaikra_CH24,0.08635522325094985,1
Vaikra_CH25,0.03754390354797321,1
Vaikra_CH26,0.06424274767343402,1
Vaikra_CH27,0.07926376667910817,1
Vaikra_CH3,0.07083167250028649,1
Vaikra_CH4,0.04182954838477254,1
Vaikra_CH5,0.06845482431510908,1
Vaikra_CH6,0.09652187961816411,1
Vaikra_CH7,0.07712735359364076,1
Vaikra_CH8,0.07435051412314203,1
Vaikra_CH9,0.08022160995720212,1
