file_name,signal_type,chunk_index,value,avg_uncertainty,pair_id,author_A,author_B
Bamidbar_CH1,regular,0,0.00429725693538785,0.0053659165278077126,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH1,weighted,0,0.004297622013837099,0.0053659165278077126,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH1,regular,1,0.00012364810390863568,0.005881329067051411,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH1,weighted,1,0.00012368538591545075,0.005881329067051411,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH1,regular,2,0.00013155268970876932,0.006371446885168552,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH1,weighted,2,0.000131545850308612,0.006371446885168552,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH1,regular,3,0.00016467169916722924,0.006185641512274742,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH1,weighted,3,0.00016469362890347838,0.006185641512274742,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH1,regular,4,0.00014223644393496215,0.005863971076905727,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH1,weighted,4,0.00014227972133085132,0.005863971076905727,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH10,regular,0,0.015238725580275059,0.004795389249920845,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH10,weighted,0,0.015243417583405972,0.004795389249920845,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH10,regular,1,0.00033128459472209215,0.0054612173698842525,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH10,weighted,1,0.00033116512349806726,0.0054612173698842525,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH10,regular,2,0.00023443179088644683,0.005419802851974964,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH10,weighted,2,0.00023445856641046703,0.005419802851974964,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH11,regular,0,0.0012402285356074572,0.005501513369381428,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
Bamidbar_CH11,weighted,0,0.0012398981489241123,0.005501513369381428,43_יוסף דרנבורג אפרתי_VS_יוסף קלוזנר,יוסף דרנבורג אפרתי,יוסף קלוזנר
