file_name,signal_type,chunk_index,value,avg_uncertainty,pair_id,author_A,author_B
Bamidbar_CH1,regular,0,0.05892323702573776,0.005265782121568918,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH1,weighted,0,0.0589466318488121,0.005265782121568918,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH1,regular,1,0.001549011329188943,0.0056422557681798935,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH1,weighted,1,0.0015491095837205648,0.0056422557681798935,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH1,regular,2,0.0007042186334729195,0.006427598185837269,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH1,weighted,2,0.000704194069840014,0.006427598185837269,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH1,regular,3,0.000633720017503947,0.00631449930369854,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH1,weighted,3,0.0006337043596431613,0.00631449930369854,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH1,regular,4,0.0010111969895660877,0.005633914843201637,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH1,weighted,4,0.0010115962941199541,0.005633914843201637,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH10,regular,0,0.06032456457614899,0.004895247519016266,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH10,weighted,0,0.06033165007829666,0.004895247519016266,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH10,regular,1,0.00660597812384367,0.005447693634778261,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH10,weighted,1,0.006604298483580351,0.005447693634778261,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH10,regular,2,0.007069160230457783,0.005573923699557781,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH10,weighted,2,0.00706919189542532,0.005573923699557781,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH11,regular,0,0.020001273602247238,0.0055501945316791534,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH11,weighted,0,0.019997231662273407,0.0055501945316791534,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH11,regular,1,0.15201042592525482,0.005553518421947956,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH11,weighted,1,0.15203671157360077,0.005553518421947956,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH11,regular,2,0.0075347223319113255,0.005508646834641695,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH11,weighted,2,0.00753453653305769,0.005508646834641695,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH11,regular,3,0.028576983138918877,0.0058212075382471085,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH11,weighted,3,0.028567027300596237,0.0058212075382471085,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH11,regular,4,0.05223621428012848,0.0058574555441737175,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH11,weighted,4,0.0522516593337059,0.0058574555441737175,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH12,regular,0,0.19015145301818848,0.006313157267868519,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH12,weighted,0,0.19010543823242188,0.006313157267868519,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH13,regular,0,0.00278826174326241,0.006675529293715954,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH13,weighted,0,0.0027867730241268873,0.006675529293715954,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH13,regular,1,0.003288795705884695,0.005812404211610556,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH13,weighted,1,0.0032895668409764767,0.005812404211610556,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH13,regular,2,0.0002873824560083449,0.005373767577111721,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH13,weighted,2,0.0002874101628549397,0.005373767577111721,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH14,regular,0,0.010656655766069889,0.005222995765507221,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH14,weighted,0,0.010656868107616901,0.005222995765507221,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH14,regular,1,0.0019751472864300013,0.005496099591255188,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH14,weighted,1,0.0019751754589378834,0.005496099591255188,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH14,regular,2,0.021203285083174706,0.005261134821921587,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH14,weighted,2,0.021204862743616104,0.005261134821921587,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH14,regular,3,0.00047953726607374847,0.0052499123848974705,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH14,weighted,3,0.00047948534484021366,0.0052499123848974705,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH14,regular,4,0.0009993270505219698,0.005111244972795248,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH14,weighted,4,0.0009991837432608008,0.005111244972795248,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH14,regular,5,0.002982154255732894,0.004924262873828411,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH14,weighted,5,0.002982702571898699,0.004924262873828411,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
Bamidbar_CH15,regular,0,0.4021543264389038,0.005028618965297937,4_אברהם פריצול_VS_דב סדן,אברהם פריצול,דב סדן
