Names,iteration_28_row_sum,iteration_28_normalized_summary_score
Bamidbar_CH1,216.7722369423136,0.004997429870756752
Bamidbar_CH10,206.72824950423092,0.004765877511688107
Bamidbar_CH11,313.0666183093563,0.007217383978430432
Bamidbar_CH13,251.94242940936238,0.005808237439448615
Bamidbar_CH14,257.7792971516028,0.005942799584574659
Bamidbar_CH15,257.96286512259394,0.005947031529008527
Bamidbar_CH16,187.4575688308105,0.0043216145535455745
Bamidbar_CH17,166.19374073389918,0.003831401917476225
Bamidbar_CH18,266.307086346671,0.006139397770099179
Bamidbar_CH19,172.34316313359886,0.0039731696439233065
Bamidbar_CH2,210.24272984359413,0.004846899737024071
Bamidbar_CH20,203.6032081982121,0.004693833346852538
Bamidbar_CH21,313.72217937838286,0.0072324971705747315
Bamidbar_CH22,267.01417625602335,0.006155698899266604
Bamidbar_CH23,178.04590849857777,0.004104639754829849
Bamidbar_CH24,220.02829437423497,0.005072494458827195
Bamidbar_CH25,148.2813680851832,0.00341845315893829
Bamidbar_CH26,418.29016847815365,0.009643189608053361
Bamidbar_CH27,173.4086850611493,0.003997734003196417
Bamidbar_CH28,214.11837457772344,0.004936248184205215
Bamidbar_CH29,192.06637854967266,0.0044278652601976685
Bamidbar_CH3,242.6587484544143,0.005594213055287374
Bamidbar_CH30,163.4111596578732,0.0037672527718878297
Bamidbar_CH31,341.7991832783446,0.007879779589902082
Bamidbar_CH32,255.93855100590736,0.005900363339496712
Bamidbar_CH33,421.21527689229697,0.009710624554383374
Bamidbar_CH34,221.0495340237394,0.005096037942077741
Bamidbar_CH35,289.35976237710565,0.006670850198788329
Bamidbar_CH36,192.64255612436682,0.004441148358915716
Bamidbar_CH4,236.03328020405024,0.005441470649667733
Bamidbar_CH5,214.76846002880484,0.004951235142395084
Bamidbar_CH6,192.5148274106905,0.004438203723116947
Bamidbar_CH7,365.7698945114389,0.008432396244272949
Bamidbar_CH8,171.55831981729716,0.003955076001083824
Bamidbar_CH9,165.26736982632428,0.0038100455218869375
Beereshit_CH1,413.85809835325927,0.00954101342560556
Beereshit_CH10,419.8270735377446,0.009678621152985754
Beereshit_CH11,417.8493750700727,0.009633027632629531
Beereshit_CH12,193.71335073653609,0.004465834273753252
Beereshit_CH13,239.71773269120604,0.005526411383667707
Beereshit_CH14,320.0447866329923,0.007378257470883194
Beereshit_CH15,166.19924410711974,0.0038315287912960012
Beereshit_CH16,160.23796045128256,0.0036940983830945
