Names,1
Bamidbar_CH1,-0.1332680877153437
Bamidbar_CH10,-0.047509609403411646
Bamidbar_CH11,0.1273706503310591
Bamidbar_CH13,0.01600914890875882
Bamidbar_CH14,0.13214103908860264
Bamidbar_CH15,0.06077548074877842
Bamidbar_CH16,0.15253581513571718
Bamidbar_CH17,0.14040971108175854
Bamidbar_CH18,0.15251973953695508
Bamidbar_CH19,-0.0014872208089494743
Bamidbar_CH2,-0.08375977752682351
Bamidbar_CH20,0.1542069362491626
Bamidbar_CH21,0.0662646588145484
Bamidbar_CH22,0.040440646005543646
Bamidbar_CH23,0.12335619633467149
Bamidbar_CH24,0.0646757759049158
Bamidbar_CH25,0.14731822089948304
Bamidbar_CH26,-0.1297481654193673
Bamidbar_CH27,0.05696169513433186
Bamidbar_CH28,-0.08423644613248571
Bamidbar_CH29,-0.11801877214071999
Bamidbar_CH3,-0.07399821036679588
Bamidbar_CH30,0.1629532600098284
Bamidbar_CH31,0.0034090216772649784
Bamidbar_CH32,0.05410107972872469
Bamidbar_CH33,-0.19131571752918763
Bamidbar_CH34,-0.10449055957970554
Bamidbar_CH35,-0.04942001634327631
Bamidbar_CH36,0.06637274714155983
Bamidbar_CH4,0.020178769578613198
Bamidbar_CH5,0.16341572289271233
Bamidbar_CH6,0.05538724379581711
Bamidbar_CH7,-0.34819399948061325
Bamidbar_CH8,0.15482478660878124
Bamidbar_CH9,0.07588460830245747
Beereshit_CH1,-0.06667677622973422
Beereshit_CH10,0.06775019557458023
Beereshit_CH11,0.14387421200597356
Beereshit_CH12,0.1538203892837186
Beereshit_CH13,0.04643864226806227
Beereshit_CH14,-0.005856924186125934
Beereshit_CH15,0.16370055167182906
Beereshit_CH16,0.1512262232883374
Beereshit_CH17,0.1559536288703367
Beereshit_CH18,0.15715591078255092
Beereshit_CH19,0.12775249513371212
Beereshit_CH2,0.01602260145845813
Beereshit_CH20,0.16357486211410022
Beereshit_CH21,0.16260314139147525
Beereshit_CH22,0.16226849625195994
Beereshit_CH23,0.15009208320449463
Beereshit_CH24,0.07552609696575335
