Names,50,51,52,53,54,55
Bamidbar_CH1,0.0030295242046805442,0.019539169104234855,0.008055447635247199,0.008579161567765201,0.037957486627882474,0.005249753840587209
Bamidbar_CH10,0.010144152000607271,0.0062448153223342295,0.005847115350601745,0.003334596704952628,0.014059889420491202,0.004256731263167803
Bamidbar_CH11,0.0030246601739828084,0.004022390652186011,0.005494034781399817,0.0029444294976766275,0.003594339311573674,0.005691274179709776
Bamidbar_CH13,0.0030628314579472494,0.006293754855310895,0.0038503025974641115,0.0029567430784224573,0.008394418213618457,0.0051698142472815095
Bamidbar_CH14,0.005846407465225126,0.0038560043836398765,0.0057557152507667735,0.002921373065518756,0.0032729226884671554,0.005663370533725086
Bamidbar_CH15,0.012421236657355702,0.007179355438142742,0.008055516934055224,0.011045606102979428,0.0034234271156297607,0.00657766587482985
Bamidbar_CH16,0.0030246445260279217,0.004281898624785048,0.00998947561130539,0.0029081546345402463,0.003120994063482179,0.0061432097228045265
Bamidbar_CH17,0.0030243735966807325,0.003482660726281421,0.007516436261567826,0.0029010014367478075,0.0030460972644035128,0.004862475778688343
Bamidbar_CH18,0.0030341124924453773,0.0037176651587404455,0.0048501659681314,0.0029117547109816146,0.003191069300407966,0.006479380072632521
Bamidbar_CH19,0.004087613645407291,0.004695466278970715,0.004844665256348421,0.034514634549837456,0.008962956313006929,0.00419628520912207
Bamidbar_CH2,0.006185947076263369,0.022798249281149735,0.0050284441437245895,0.017458579687259026,0.013956014994590303,0.005556098463038454
Bamidbar_CH20,0.00302538632251864,0.003588283947396004,0.00856472798100468,0.002901204342553972,0.0031018499735437615,0.005577838876333562
Bamidbar_CH21,0.0031068083882704787,0.00771253745088554,0.00545736401181739,0.0029178865533455384,0.0031013746569176995,0.004846767040664629
Bamidbar_CH22,0.0030247829113276207,0.0050844852325977906,0.005329754177443092,0.0029294420727212305,0.0032477624819834995,0.006815395172105158
Bamidbar_CH23,0.0030243726499736665,0.0036489189457325614,0.004463954350989739,0.0029018462385385483,0.0030475478216132144,0.0050647053931425524
Bamidbar_CH24,0.0030243722529796494,0.0036768514204144325,0.003958392370783896,0.0028951131184699296,0.0030477722960195693,0.006222956306054132
Bamidbar_CH25,0.0030243240246026265,0.004554768128068424,0.0034024197822322393,0.0028921863623234787,0.002997270728517045,0.00476283366791851
Bamidbar_CH26,0.038084968664992204,0.02086909344582489,0.009698427845348233,0.003104452213344076,0.03854426473736857,0.008039447766819792
Bamidbar_CH27,0.003026154591968571,0.003791582820781867,0.004472075964421459,0.0028953264676699975,0.008013661818529373,0.004604920197686808
Bamidbar_CH28,0.0030243322549603994,0.006685839565599484,0.0039867559877801335,0.02795588301653077,0.006111669640400272,0.003900447640309491
Bamidbar_CH29,0.0030246158903552184,0.014157349777235371,0.004986015592510844,0.004209071778341836,0.004326794802751931,0.004564335201681567
Bamidbar_CH3,0.003992557419590022,0.01262723749927115,0.010874929299348603,0.0037678233388019683,0.024399461376397882,0.004775373328454353
Bamidbar_CH30,0.0030249902500848105,0.004549306010983813,0.003398837419250806,0.0029292451286909715,0.007795507623597813,0.0038410498042008834
