Names,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
Bamidbar_CH1,0.0030295242046805442,0.019539169104234855,0.008055447635247199,0.008579161567765201,0.037957486627882474,0.005249753840587209,0.004264354524826511,0.002769916670567808,0.0073266957591513904,0.004407574290741761,0.0060077192184471995,0.012712522440939933,0.0029909804796559164,0.006684303913356015,0.007326885599837667,0.004870703861355957,0.002896290004161435,0.0145202403757001,0.003687004999346734,0.006168284041968543,0.010432579956009541
Bamidbar_CH10,0.010144152000607271,0.0062448153223342295,0.005847115350601745,0.003334596704952628,0.014059889420491202,0.004256731263167803,0.003881236840584057,0.0027576891130853018,0.005214020731379222,0.003907532839677093,0.00418611738567907,0.0036362608517321844,0.002990909861533748,0.003523865438162399,0.003924394981593,0.0043372666390642176,0.0028459917078221433,0.014618018580310546,0.0034468969412218362,0.004206737232586533,0.005654636733069101
Bamidbar_CH11,0.0030246601739828084,0.004022390652186011,0.005494034781399817,0.0029444294976766275,0.003594339311573674,0.005691274179709776,0.006263155512834759,0.0027654510942853377,0.0038910062963817544,0.004772833426967286,0.005308225768331283,0.005139216505569424,0.002995958265707812,0.0055490193780563125,0.006963479560398586,0.004534618813361427,0.0028942138002565464,0.0044567294857566315,0.005219043383659935,0.004938785019911872,0.005958364514933808
Bamidbar_CH13,0.0030628314579472494,0.006293754855310895,0.0038503025974641115,0.0029567430784224573,0.008394418213618457,0.0051698142472815095,0.003469149935983518,0.002764235713115539,0.003964314167290284,0.003847136324748471,0.0036322842655244704,0.0035987200811777565,0.0029910100790673374,0.00483061491087907,0.003805872690096723,0.0033231484829410623,0.0028639445527179766,0.007963293030654458,0.0034629075029820526,0.006029504209884,0.005825081996882774
Bamidbar_CH14,0.005846407465225126,0.0038560043836398765,0.0057557152507667735,0.002921373065518756,0.0032729226884671554,0.005663370533725086,0.006103725760630068,0.0027764502938720137,0.004073417365473024,0.004905572776149621,0.005948703683843401,0.004648595047685959,0.007748000303380377,0.00617195608772216,0.008250337324167257,0.005782900282583183,0.002986928039675354,0.003225366656641343,0.0038582192610832904,0.007333466603767038,0.003524092250172137
Bamidbar_CH15,0.012421236657355702,0.007179355438142742,0.008055516934055224,0.011045606102979428,0.0034234271156297607,0.00657766587482985,0.004366935010156357,0.0027913539054666677,0.008348805024822145,0.004471766880944429,0.004967006098979354,0.007051896014617281,0.0029909681357832094,0.008398484353202496,0.006668951682337777,0.005359164204605376,0.0029927847400818383,0.0031808445244719884,0.0036870668494100264,0.006891164562802193,0.0063935665552347365
Bamidbar_CH16,0.0030246445260279217,0.004281898624785048,0.00998947561130539,0.0029081546345402463,0.003120994063482179,0.0061432097228045265,0.004057542061448246,0.002759940100293533,0.0037164948658046926,0.005583844725425283,0.008111211692162919,0.004117726952653941,0.002991297993180405,0.003602440555717973,0.007437408099394884,0.0045754577890518375,0.0028972251986159846,0.0056358959036171925,0.0035730143177869207,0.005829165356395721,0.0033316393911022955
Bamidbar_CH17,0.0030243735966807325,0.003482660726281421,0.007516436261567826,0.0029010014367478075,0.0030460972644035128,0.004862475778688343,0.003907842346112509,0.0027654533098239284,0.0036215677535697084,0.0041082573255878186,0.0042754367805958775,0.0034245127614779955,0.002990916236834895,0.003685824414516872,0.003971557552421432,0.004341071944377048,0.0028448001473202074,0.0030896471034352353,0.003444532505808349,0.004134402148544766,0.0032507415442125606
Bamidbar_CH18,0.0030341124924453773,0.0037176651587404455,0.0048501659681314,0.0029117547109816146,0.003191069300407966,0.006479380072632521,0.007860420791289355,0.0027934064437182674,0.003993639312016661,0.005315823475547541,0.006194880734396105,0.0051605847407917215,0.0029913678873794993,0.005101184403148494,0.005513295925145503,0.006167117504252757,0.002944512096595838,0.0031791582493420727,0.004144552814803076,0.004917311312500609,0.005769850611393655
