Names,50,51,52,53
Bamidbar_CH1,0.16244630937125293,-0.15917541894029463,-0.004172097495057869,-0.1306239429386582
Bamidbar_CH10,-0.11294826686183668,0.02473778767814183,0.048556964444748885,0.035289454865659375
Bamidbar_CH11,0.19941644503790612,0.0622985221570303,0.028087371594009036,0.15936490592240377
Bamidbar_CH13,0.09270581421966578,0.012581423229902688,0.09572460988647996,0.13492634552379057
Bamidbar_CH14,-0.10699268077277047,0.15210236689608037,0.06516713094727122,0.183069056310266
Bamidbar_CH15,0.024280190039259797,0.014835743826878467,-0.034479263262093274,-0.16578501285646463
Bamidbar_CH16,0.19855031405798768,0.019044189873722472,-0.055497942988885995,0.18816178386527926
Bamidbar_CH17,0.19950720530528876,0.16712101390431733,0.020724832859093323,0.17052246306920332
Bamidbar_CH18,0.14999996286863526,0.1684195445467217,0.08526821076245844,0.18724098714096504
Bamidbar_CH19,-0.09596653924283804,0.06846248934970778,0.05540231906900839,-0.21624703990184146
Bamidbar_CH2,-0.08151453187687518,-0.2328871592947137,0.051971910368378615,-0.18369503372466
Bamidbar_CH20,0.18982681569330206,0.10890167293007569,-0.018881652732020138,0.18984336788039974
Bamidbar_CH21,0.04469505418553649,-0.0018369387334667975,0.07186671289457636,0.1676578154109689
Bamidbar_CH22,0.19934322821468953,0.04940273170953391,0.03116011317455114,0.1753594618091483
Bamidbar_CH23,0.20035404041870358,0.0705674863228602,0.072330934915739,0.1888553178578808
Bamidbar_CH24,0.2006903881026883,0.06061081362234366,0.08878290517803594,0.18786265172327782
Bamidbar_CH25,0.20001762694023173,0.08325011082477146,0.07844557734766588,0.18607738844792365
Bamidbar_CH26,-0.2803736030906526,-0.19702044912421857,-0.06608243145165427,0.09785933964156268
Bamidbar_CH27,0.17608626287439072,0.07546458091108266,0.073354587064963,0.18486994250034045
Bamidbar_CH28,0.19997548115857294,0.009627168928078411,0.08781775133013897,-0.07709006343973712
Bamidbar_CH29,0.20051984278996682,-0.1117424527513391,0.11101553012427273,-0.03911221872898596
Bamidbar_CH3,-0.09346435000017472,-0.10195231222239898,-0.12657022470676638,-0.008677903170018708
Bamidbar_CH30,0.19013727880425602,0.08068116405943981,0.07786214214803894,0.14626088912535679
Bamidbar_CH31,0.18831304960867323,0.022802941243306896,-0.007384714940663506,0.12929446173954762
Bamidbar_CH32,-0.16383178778861895,0.07438807775695522,0.053252095657156884,0.18772770179973836
Bamidbar_CH33,0.16000886384859325,-0.13328152533947746,-0.038364220682500005,0.03087369780813065
