Names,1,2,3
Dvarim_CH20,0.00344410071883283,0.003282719565023008,0.0031452346447724596
Dvarim_CH21,0.003519911339066479,0.003282796936472864,0.002870179883306457
Dvarim_CH22,0.0035249185912931635,0.0033857514511516193,0.05230910169771772
Dvarim_CH23,0.0035099675706126198,0.0032827418502042694,0.004001067006799737
Dvarim_CH24,0.003507725175230512,0.0032827782589431188,0.009631621813426843
Dvarim_CH25,0.0035207866751510567,0.0032572872371636917,0.004138547899404039
Dvarim_CH26,0.003493669548715134,0.0032826981661354753,0.0028683457153196265
Dvarim_CH27,0.003423150047936401,0.003282832452874906,0.002860963963974777
Dvarim_CH28,0.004510490015419408,0.012906545680057273,0.003284546887901248
Dvarim_CH29,0.00356342995812061,0.0037367872966479155,0.002917586504729525
Dvarim_CH3,0.009129712266401798,0.008952241417274012,0.0029275884960555613
Dvarim_CH30,0.0034241937923636064,0.004015785665796803,0.0028866676729515177
Dvarim_CH31,0.003713472992595067,0.00355412863521178,0.002963973204783571
Dvarim_CH32,0.00550610680471251,0.004008731984155974,0.004576277301766575
Dvarim_CH33,0.006391529776287843,0.0057293625767678436,0.0028582789223596467
Dvarim_CH4,0.005635154330252931,0.005141076379026807,0.003917718018236881
Dvarim_CH5,0.003576253451531835,0.003385767785581596,0.0033567302731894325
Dvarim_CH6,0.003505329664607532,0.0032828286777162262,0.0029059616550925595
Dvarim_CH7,0.0035395783612458993,0.003385739733328825,0.0030406307202761906
Dvarim_CH8,0.004231666674425542,0.004309963205904157,0.0028777053252309203
Dvarim_CH9,0.004608788895247214,0.003385697264518837,0.002981635876226648
Shmot_CH1,0.0045336428000659,0.0032572438963032043,0.0028647309111305263
Shmot_CH10,0.0036419359343405925,0.0034281428295204557,0.003108833031270378
Shmot_CH12,0.00922050542264617,0.012153081901267846,0.0030141324869180576
Shmot_CH13,0.0034529557418507815,0.0032830269905534267,0.002886676125338554
Shmot_CH14,0.006848047895752708,0.003686164116727644,0.0029294254815047374
Shmot_CH15,0.004489512762104901,0.0032827732879376213,0.002879314096230122
Shmot_CH16,0.0037668553990577417,0.004725224654821441,0.003145719248295862
Shmot_CH17,0.0034098289602128118,0.0032571652204928347,0.0032518784120067713
Shmot_CH18,0.0035244517278970947,0.0033856388673196296,0.0028931900982810317
Shmot_CH19,0.00348767794809288,0.003283309937607148,0.003093531393272715
Shmot_CH2,0.003520291254819202,0.003282797617838728,0.006550101262132409
Shmot_CH20,0.003463981936509036,0.004634925271128999,0.002964316935189705
Shmot_CH21,0.004687199542034443,0.004249060294111194,0.0034078756671447955
Shmot_CH22,0.003429809346350556,0.005197511388805354,0.002889902119723994
Shmot_CH23,0.0035021929519683716,0.0032829951600069226,0.012313217672108814
Shmot_CH24,0.003494042886339566,0.003257238070231295,0.003024182375103965
Shmot_CH25,0.007699163717226179,0.01304551885096927,0.002896804902470132
Shmot_CH26,0.012033044319103235,0.015326342475202115,0.0029340433022887863
Shmot_CH27,0.007319547032288027,0.01292989553161161,0.002869002184046096
Shmot_CH28,0.008294255648627302,0.012749954620612272,0.002923046746754837
Shmot_CH29,0.007224631520628847,0.004754918614439923,0.0029386075912882733
Shmot_CH3,0.003428839791201758,0.0032829078950427607,0.0032958251896697335
Shmot_CH30,0.003546293233326675,0.004106256206315983,0.0028936070827081453
Shmot_CH31,0.004143510415795815,0.003510966177727938,0.0028634433308386957
Shmot_CH32,0.004200061809926349,0.0035544028842268253,0.002918031663780092
Shmot_CH33,0.0035098769071809682,0.0032828398516425647,0.003522991543651612
Shmot_CH34,0.003692274607183022,0.003554122843690681,0.0030933567106073024
Shmot_CH35,0.00488768573760017,0.004784605685765899,0.0029109203888203973
Shmot_CH36,0.011492508964886308,0.013146739410808116,0.0029261205981736273
Shmot_CH37,0.006433232689803787,0.012941053384385528,0.002871585797016793
Shmot_CH38,0.010737441259743137,0.011074062018132462,0.0028944804960352078
Shmot_CH39,0.011748212078014228,0.012522874401391906,0.013010959404475463
Shmot_CH4,0.0035792657259256146,0.0033856714559807616,0.005452026305113219
Shmot_CH40,0.0035226114012952797,0.0033858049185883513,0.0029936523531296183
Shmot_CH5,0.003499542314861021,0.003282725835915059,0.0029175921396542154
Shmot_CH6,0.00462979994899605,0.003385709506707232,0.0029043838761791565
Shmot_CH7,0.003541505065899879,0.0033858348857265233,0.0029981095785599817
Shmot_CH8,0.003584265671597569,0.0033856768483006678,0.004333054229878477
Shmot_CH9,0.004825737356783842,0.004909496592626272,0.0029903221126374
Vaikra_CH1,0.003409981319263983,0.0032571585777414927,0.002909100308145293
Vaikra_CH10,0.003441784396943326,0.003282878585535993,0.0029789818266973164
Vaikra_CH11,0.009349285621525844,0.01692820869555049,0.003169501447953066
Vaikra_CH13,0.027551269740571697,0.0300774410493,0.0032552171048860256
Vaikra_CH14,0.007959697830709716,0.0041315066209388265,0.003361641110057399
Vaikra_CH15,0.003711934740053911,0.012163764341677147,0.0028956976397684045
Vaikra_CH16,0.003707141446779858,0.0035541575118748984,0.0029901699696707504
Vaikra_CH17,0.004441122558167,0.003257990718187769,0.002898517919576112
Vaikra_CH18,0.0034447146012952646,0.003284113586036457,0.0028892315636857976
Vaikra_CH19,0.0035365363590341885,0.0034056880733101913,0.0029899445726831214
Vaikra_CH2,0.004371093684205672,0.0033376853041757726,0.002860527257311246
Vaikra_CH20,0.004598331098847326,0.00485267429861941,0.0029290056796152783
Vaikra_CH21,0.004510603844207883,0.004606033906767666,0.0029725551950875446
Vaikra_CH22,0.0035200021466669446,0.00673962736661933,0.0029041641141162185
Vaikra_CH23,0.009899831920597983,0.017081954428005412,0.0031332716996540512
Vaikra_CH24,0.0035185254154421856,0.003257148587009487,0.005875006292097783
Vaikra_CH25,0.006756013744446543,0.01283450416839115,0.004252035282675236
Vaikra_CH26,0.0036826782374693254,0.0035580117648520166,0.004045704062737313
Vaikra_CH27,0.007129800847543558,0.006598525861177834,0.002920029244582954
Vaikra_CH3,0.0034254252533485042,0.003257024395152987,0.0028741778623745263
Vaikra_CH4,0.004407777087063872,0.0035541855205509726,0.003192421504132589
Vaikra_CH5,0.00485846606010906,0.0052873506610093424,0.0028938099399970114
Vaikra_CH6,0.004765196594799618,0.0045995626355960035,0.00286650872987045
Vaikra_CH7,0.0050219234035590275,0.004432233273701666,0.0030772549133035562
Vaikra_CH8,0.0036709415528922954,0.003554183255428839,0.0046680026058821935
Vaikra_CH9,0.0035227843145821925,0.00328290544852732,0.002870503891476174
