Names,1,2,3
Bamidbar_CH1,0.015492526151623541,0.0050958297066797924,0.002948587042915547
Bamidbar_CH10,0.00886683811352518,0.003291592987099634,0.0028916038669805928
Bamidbar_CH11,0.003715566757030466,0.003556869422416227,0.003277136961932945
Bamidbar_CH13,0.006438594630856758,0.011360869136233569,0.002901929866476346
Bamidbar_CH14,0.003861534802245539,0.004687997670625539,0.0031505455612934677
Bamidbar_CH15,0.005241058306500962,0.005689940910883789,0.0029184261085084427
Bamidbar_CH16,0.0035240405511515827,0.003385712924890577,0.002883816401058011
Bamidbar_CH17,0.0034602565254349443,0.0032827942725757436,0.003041808419536552
Bamidbar_CH18,0.0037123254061934446,0.003554914389137803,0.003434452789448599
Bamidbar_CH19,0.00742260667597812,0.008947155230516219,0.0028655564275977177
Bamidbar_CH2,0.016518955398531033,0.00466550225948926,0.0029494238292321197
Bamidbar_CH20,0.003523782861436303,0.0033857293490799,0.0032776863670902906
Bamidbar_CH21,0.004772634168780953,0.0046352561245210895,0.0029125009851961457
Bamidbar_CH22,0.0048569896965835,0.0037408208490385796,0.003726305261417652
Bamidbar_CH23,0.003493241195508832,0.003282701571971468,0.0037947160646253962
Bamidbar_CH24,0.004604231611857143,0.0032856096686248656,0.00704093701224268
Bamidbar_CH25,0.0034085438236988877,0.0032573027420650376,0.002951074862166502
Bamidbar_CH26,0.01569842333369714,0.011516489126536904,0.0030076861330718685
Bamidbar_CH27,0.004484004082221767,0.0032828590496742915,0.002935961994145978
Bamidbar_CH28,0.01631492841440237,0.01655394222753164,0.002889871127638195
Bamidbar_CH29,0.017374367503601693,0.02128508322593424,0.0029573211761861704
Bamidbar_CH3,0.011995647512122207,0.0035546723409878456,0.002970574519058755
Bamidbar_CH30,0.0035133462002867205,0.0032572408852152126,0.002870416550143468
Bamidbar_CH31,0.007816516395876456,0.005414151649848669,0.0029851633390830415
Bamidbar_CH32,0.0050480420983961645,0.0035541514092241135,0.003202017780880893
Bamidbar_CH33,0.019971086244621437,0.009131748448425054,0.0029450736673708802
Bamidbar_CH34,0.0163537646964782,0.011110643366401909,0.0029172596790974625
Bamidbar_CH35,0.009708005418088547,0.005141371593745683,0.0029203757924514333
Bamidbar_CH36,0.004293787244977316,0.0032569476216374547,0.002868458413813441
Bamidbar_CH4,0.005830353036354183,0.005447026108671412,0.0030067169260250635
Bamidbar_CH5,0.0035737799121033685,0.003385800626415861,0.0029127151123343933
Bamidbar_CH6,0.004369340453240421,0.003595194072934779,0.0032268283542941545
Bamidbar_CH7,0.0399360078332162,0.04196952903449083,0.0032280821250378405
Bamidbar_CH8,0.0034561047344722016,0.0032828053195234396,0.003390134106756049
Bamidbar_CH9,0.00464591388287708,0.004459743727660926,0.0028894964051462617
Beereshit_CH1,0.011354974048664326,0.01381589219505404,0.002923584882062801
Beereshit_CH10,0.004571476333048435,0.008731406273708569,0.0028885469203358744
Beereshit_CH11,0.003463656806865647,0.0038926302991754325,0.0028604230112044674
Beereshit_CH12,0.003466692279100845,0.003257283280870834,0.0028937225986643052
Beereshit_CH13,0.004178818760040685,0.00325679650891863,0.0028546415784717837
Beereshit_CH14,0.006465663101947739,0.005047581396437064,0.002903285065864465
Beereshit_CH15,0.0035124866444440884,0.0032570078162797883,0.003680355268027137
Beereshit_CH16,0.003414688727223561,0.004216157597483731,0.32511006797009573
Beereshit_CH17,0.0034242317698566847,0.003282698491385132,0.0033646332550681737
Beereshit_CH18,0.003527752030981263,0.0033857108224588962,0.002984675918097294
Beereshit_CH19,0.003703540782245437,0.0035541197877097734,0.002993229733777814
Beereshit_CH2,0.00675071915888582,0.007099874686079492,0.0029186909499689067
Beereshit_CH20,0.0035063145004713353,0.0032572533444768237,0.0028721408370988295
Beereshit_CH21,0.003582063652162039,0.003385791821145479,0.003201927622085842
Beereshit_CH22,0.003516463035713435,0.003282907493147085,0.0031937907908324353
Beereshit_CH23,0.0034185600154410397,0.003257218351310014,0.003417325435851141
Beereshit_CH24,0.004310584822724324,0.004320583678800572,0.003320038461065778
Beereshit_CH25,0.004657414272807756,0.00462860888748968,0.003016935861951693
Beereshit_CH26,0.003519285849808219,0.0033856779399427258,0.003685491501882733
Beereshit_CH27,0.0038531405988862523,0.0037408975745073987,0.0032212610486997183
Beereshit_CH28,0.003429020764816378,0.0032827628289046097,0.002889031523859277
Beereshit_CH29,0.00358455788636167,0.00338642783693896,0.0030701661780426245
Beereshit_CH3,0.00351602715364699,0.003282672787346886,0.0029186571404207625
Beereshit_CH30,0.0037159280782865962,0.0035641020783954156,0.003656229337963799
Beereshit_CH31,0.0040003061986565265,0.0044629147433547425,0.020862240849179543
Beereshit_CH32,0.0035366097025421516,0.0033856903240821416,0.002996875530052713
Beereshit_CH33,0.0035219294267421417,0.0032571679897802222,0.002860617416106297
Beereshit_CH34,0.0035719856683930004,0.003385699459641143,0.0036007056075237423
Beereshit_CH35,0.0034375436830014964,0.0032828936692217946,0.002877877190433987
Beereshit_CH36,0.007618710715949082,0.003501089016423675,0.0029263459951612563
Beereshit_CH37,0.0035137793253524605,0.0033857279778230984,0.003850524358762334
Beereshit_CH38,0.0035775467918571268,0.0033857455672856103,0.003281622361986762
Beereshit_CH39,0.003444759661708877,0.003282741955754089,0.0034138684095533813
Beereshit_CH4,0.0035226043755996208,0.003282829709333479,0.0031453557956533105
Beereshit_CH40,0.003447257053599605,0.0032827287951326728,0.0030686109388279844
Beereshit_CH41,0.009122781320414919,0.008925032793236413,0.0030369032175932764
Beereshit_CH42,0.00371135303967595,0.003554102590875209,0.003098577468333259
Beereshit_CH43,0.003574284020853788,0.003385718308427272,0.003284380657622872
Beereshit_CH44,0.0035762440014381865,0.003385688076651605,0.0028941424005537644
Beereshit_CH45,0.003455836594799665,0.0032827977997167937,0.00286829500099741
Beereshit_CH46,0.0046746853926929195,0.003385759189032437,0.0029063110204233843
Beereshit_CH47,0.005018709067343398,0.005164588789335238,0.0029096807053884378
Beereshit_CH48,0.0034283394685198122,0.003282659377114884,0.002919967260411356
Beereshit_CH49,0.005084614898012126,0.004046339894571366,0.003244102215933571
Beereshit_CH5,0.0035125614498127816,0.004693516546616382,0.003253011031869607
Beereshit_CH50,0.003468305039811743,0.0032827462800500717,0.0028617556708938237
Beereshit_CH6,0.0034538166422682726,0.0032834668041944706,0.0028703855580576687
Beereshit_CH7,0.0045689482909068505,0.01126659909807373,0.002904620543016167
Beereshit_CH8,0.004765508914230612,0.004877096380192873,0.002868007619838183
Beereshit_CH9,0.004604631898872173,0.013168860101345747,0.002869236033420761
Dvarim_CH1,0.005536600461295402,0.005456223443438304,0.0029470374386255977
Dvarim_CH10,0.0034560737102768656,0.003282767378502259,0.002874944212132465
Dvarim_CH11,0.006845686432684494,0.0046598499719195064,0.0029333135795413376
Dvarim_CH12,0.0036807054051480608,0.003554292663123465,0.002974409085310793
Dvarim_CH13,0.003439966493556363,0.0033025015429380875,0.0036513438582569404
Dvarim_CH14,0.0034766263003410012,0.004051254423089353,0.0028716928605859167
Dvarim_CH15,0.003462153743735797,0.003282885406168734,0.009423690274876753
Dvarim_CH16,0.003501043935480545,0.003282819328372003,0.002876482546573033
Dvarim_CH17,0.0034386167742637558,0.0032827715694698674,0.0035048104591369885
Dvarim_CH18,0.0034612640645214185,0.0032826981654711994,0.002878280087549374
Dvarim_CH19,0.003458424223026241,0.004593249458190662,0.002921429523368599
Dvarim_CH2,0.003748938866098958,0.0035649613271929673,0.0029766912298105365
