Names,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
Bamidbar_CH1,-0.1332680877153437,0.050741722619465635,0.16816016595795108,0.06359608101111475,0.16549235688581765,0.05542738997862806,0.07306701872918714,0.0012832468692414722,0.011326098660728978,0.10398818035055496,0.09494795821094243,0.1822328905909909,0.19921453825375862,0.03560263791029167,0.07435240851735336
Bamidbar_CH10,-0.047509609403411646,0.11180321121878867,0.17540598033450838,0.1517059981670429,-0.035401926037324505,0.07613310591943312,0.08737522827541838,0.15253898402506222,0.17436306235204135,0.1247036488696538,0.08745407114685422,0.18423135787373562,0.20178242256438822,0.07221146685426183,0.1436913696788989
Bamidbar_CH11,0.1273706503310591,0.1562052229374573,0.13791468738042356,0.05349087640183281,0.08257279907699522,0.05057533792695407,0.08263908459566777,-0.07353971081518929,0.16975646517587545,0.034710788594170205,0.007774262273451404,0.1283182584217309,0.19687593483081728,0.07558747104322971,0.05478290747007025
Bamidbar_CH13,0.01600914890875882,-0.03085788121473909,0.1768046103505274,0.12258499572812165,0.05187117014200282,0.08651758275603616,0.09628505958211886,0.07363673546851063,-0.0698881578089875,0.08367418140992106,0.08687217617853815,0.19123970359903464,0.16245823414501187,0.07385165776094477,0.07123300825605633
Bamidbar_CH14,0.13214103908860264,-0.002476647922333597,0.15256037425092872,0.09942663106350497,-0.014866029876318132,0.07027581267070954,0.09387985979135588,0.16794627792528916,0.13506096511977145,0.042211308314605345,0.025690812922901984,0.15687933612968696,0.19648540877475423,0.03302382969497841,0.0680358268979997
Bamidbar_CH15,0.06077548074877842,0.014733752071253436,0.17553147338581698,0.05488578100546104,0.17849853337231575,0.07679273831128147,0.07135507675719088,0.1511623191828873,0.020486043684018074,0.07008571297414168,0.07540940924342349,0.10992876231566917,0.20020657736338582,0.043560798512774,0.08907578016511447
Bamidbar_CH16,0.15253581513571718,0.1899040542646388,0.17315836784558353,0.07299126897140634,0.08132331258567682,0.09886730720481479,0.14511839640002389,0.17647649440893165,0.19578332446208835,0.08049303505681715,-0.04940664094005931,0.18926251474821115,0.20127022503605968,0.054847599640323985,0.08931376514949019
Bamidbar_CH17,0.14040971108175854,0.19112112301668926,0.15248199938149098,0.16164344744868425,0.18674576848550994,0.09152930036687851,0.11088396254336846,0.16911713963065506,0.19586952526659773,0.12295022042268966,0.0867807042232413,-0.056299458651043466,0.20146445574312066,0.07387452809120243,0.14589508378574412
Bamidbar_CH18,0.15251973953695508,0.17216432429868045,0.10937692433497725,0.06749783043187824,0.0709945255675743,0.04491511987148117,0.06748292060012978,0.17238053101089446,0.1852290071542217,0.023064251382223067,0.030551990420818353,0.18856882199045455,0.17918686169541354,0.08908978415736502,0.06722377954596831
Bamidbar_CH19,-0.0014872208089494743,-0.05857251576114564,0.1686658600876857,0.0628876899817033,0.18630552175001192,0.0932380581887075,0.058130240927752874,-0.08003905658349542,0.09160323183387414,0.07949542131445925,0.041002281426075426,0.18753216563906516,-0.10903635130542322,0.08191491923747868,0.06190760393556155
Bamidbar_CH2,-0.08375977752682351,0.0424913837537399,0.1685767238366389,0.1059952149218622,-0.09283036738024586,0.07437161083907218,0.09397850492485094,0.1183615082443702,0.12112834760571972,0.1065571527046168,0.09403130522896885,0.18926665755855776,0.20126478116357588,-0.02576299730739451,0.14612537616961335
Bamidbar_CH20,0.1542069362491626,0.18462570265059797,0.1339563134757623,0.07138616274643861,0.06742523669069417,0.09488871907887675,0.08481346186192273,0.178035478581905,0.19606220928800644,0.1268171075892316,0.058446862961446744,-0.22797396187435603,0.20120000046834496,0.06163961933304257,0.1309420910306383
Bamidbar_CH21,0.0662646588145484,0.055332691449314075,0.1628073627734251,0.03700267369574234,-0.07554920037617052,0.08935382968941546,0.08766793298638409,0.03280440192817663,0.17843886151424387,0.07111118578170156,0.09574847524144553,0.18533066597393444,0.20131250338586726,0.06580378967255684,0.08507604618371617
Bamidbar_CH22,0.040440646005543646,0.16802527667511585,0.08298109849603308,-0.019929235604759454,-0.013436858038856525,-0.007451988922135944,0.06643426473422004,0.15476387385707618,0.18669871392845205,0.04873566339218627,0.07946871223671348,0.09884719064018843,0.19624861695819085,-0.010015961916628346,0.03279907645844404
Bamidbar_CH23,0.12335619633467149,0.19022791858461718,0.06548712228908471,0.08560446508827152,0.08896780154870543,0.08054726502289256,0.08908983102999246,0.17466137784223812,0.19678583630112428,0.1309793893620116,0.09723605036429028,-0.328228085712316,0.2015000306068584,0.07143788066681417,0.09417718303274286
Bamidbar_CH24,0.0646757759049158,0.14700773522545085,-0.11146478513999425,0.07031971727311831,-0.028302771740909782,0.09286576349323883,0.12158631912134982,0.15349542279598577,0.1951008376612538,0.12074584851378772,0.08573249383492176,0.1366202460588501,0.20155480293139372,-0.004324376709594513,0.08262668108850574
Bamidbar_CH25,0.14731822089948304,0.19029687576139315,0.15908981989431092,0.11266064136023995,0.1851514183052932,0.06857657111658266,0.09713250008027235,0.17308231439267485,0.19558370595011682,0.13201963212099216,0.09832653930462998,0.18606687597983068,0.20112402882288077,0.06336471203740379,0.08721347961940906
Bamidbar_CH26,-0.1297481654193673,-0.025316300889773546,0.1512830135673543,0.05871241703775543,-0.2723516748258106,0.055282315072202104,0.04099384149857116,0.016475395647777002,-0.10176595328998239,0.033480150348639603,0.004283747318583664,0.17810052020325295,0.1877868290851124,-0.16929073996273947,0.08017496624106918
